objective_job_similarity,experience_years,education_match,certification_overlap,matching_skills,matched_score
0.11840528,0.0,1,0,0,0.716666667
0.156033,1.17,1,0,0,0.85
0.03128174,-0.42,0,-1,0,0.816666667
0.1867949,0.0,0,-1,0,0.75
0.026869461,0.0,1,-1,-1,0.85
0.08322382,-6.16,1,-1,0,0.383333333
0.041736126,9.67,1,-1,0,0.576666667
0.019399567,0.0,1,0,0,0.683333333
0.041736126,-0.25,1,-1,0,0.85
0.019399567,13.67,0,-1,0,0.65
0.2219318,2.25,0,-1,-1,0.816666667
0.08322382,24.75,1,0,0,0.716666667
0.020289632,-0.83,1,-1,0,0.71
0.055153593,-0.25,0,-1,1,0.266666667
0.0850343,13.67,0,-1,0,0.7833333333333333
0.06589674,1.75,-1,-1,0,0.583333333
0.045349445,-1.0,-1,-1,-1,0.783333333
0.21313697,0.0,-1,-1,0,0.483333333
0.17993325,0.33,0,0,0,0.466666667
0.18601513,0.59,0,-1,0,0.783333333
0.055153593,-0.01,1,0,0,0.34
-0.00038320245,18.92,0,-1,0,0.816666667
0.35892648,0.0,-1,-1,-1,0.943333333
-0.100579485,0.0,1,-1,2,0.716666667
0.11826487,0.08,-1,-1,0,0.383333333
0.17253336,0.25,0,-1,0,0.65
0.05987769,0.0,1,-1,-1,0.783333333
0.044875897,-3.58,1,0,0,0.2833333333333333
0.17784458,0.0,1,0,0,0.816666667
0.055153593,1.24,1,0,0,0.483333333
0.026869461,0.0,1,-1,-1,0.5499999999999999
0.28554717,0.0,0,-1,0,0.65
0.027405687,0.0,0,0,0,0.383333333
0.03128174,1.42,0,-1,0,0.65
0.053304873,0.75,1,-1,0,0.62
0.2647748,0.0,1,-1,-1,0.65
0.05987769,2.32,1,-1,-1,0.85
0.020289632,-1.0,0,-1,0,0.75
0.26763827,1.5,-1,-1,0,0.85
0.23300976,13.83,0,-1,0,0.7600000000000001
0.008800279,-0.08,-1,-1,-1,0.8166666666666668
-0.01662821,0.0,1,-1,0,0.85
0.045349445,0.0,-1,-1,-1,0.75
0.055153593,0.0,0,-1,0,0.35
-0.00038320245,-0.25,0,-1,1,0.65
0.055153593,2.32,1,0,0,0.85
0.044875897,0.0,0,-1,0,0.77
0.20114471,0.0,0,0,0,0.35
0.044875897,0.0,1,0,0,0.3166666666666666
0.25135666,0.0,-1,-1,-1,0.716666667
0.05987769,4.59,1,-1,-1,0.716666667
-0.100579485,0.0,0,-1,0,0.683333333
0.1895102,0.0,0,-1,0,0.35
0.26837987,1.17,-1,0,0,0.516666667
0.22973609,10.92,1,0,1,0.873333333
-0.03478033,-0.83,1,-1,0,0.5499999999999999
0.27010357,0.0,0,-1,0,0.65
0.36881298,0.0,0,-1,-1,0.85
-0.00038320245,0.0,0,-1,0,0.85
0.16655134,0.0,0,-1,0,0.35
0.024835313,0.0,1,0,0,0.793333333
0.14272916,0.75,-1,-1,0,0.383333333
0.11224384,14.33,1,-1,0,0.5666666666666667
0.20501047,0.0,0,-1,0,0.683333333
0.024835313,-0.25,0,0,0,0.71
0.15906517,0.0,0,-1,-1,0.65
0.31800935,0.0,0,-1,0,0.483333333
0.04801897,0.0,1,-1,0,0.65
-0.02847659,0.0,0,0,0,0.6933333333333334
0.041736126,0.0,1,0,0,0.35
0.008800279,0.0,-1,-1,-1,0.85
0.15477331,0.0,1,-1,-1,0.6066666666666667
0.15136343,0.0,0,-1,0,0.65
0.21836048,0.0,0,-1,-1,0.85
0.37885472,0.0,0,-1,0,0.883333333
0.019399567,0.0,1,0,0,0.3166666666666666
0.08322382,0.0,1,-1,0,0.683333
0.14115363,0.0,0,-1,0,0.62
-0.00038320245,0.0,1,-1,0,0.85
0.2584306,0.0,1,-1,0,0.7616666666666667
0.044875897,0.0,0,-1,0,0.65
0.011150345,0.0,1,-1,0,0.35
0.017507132,0.0,1,0,0,0.5499999999999999
-0.01662821,0.0,1,-1,0,0.85
0.27069747,0.0,-1,-1,-1,0.783333333
0.15192252,0.0,0,-1,1,0.85
0.09195166,0.0,1,0,0,0.55
0.040219806,0.0,0,0,0,0.65
0.026869461,0.0,1,-1,-1,0.383333333
-0.03478033,0.0,0,-1,0,0.65
0.008013582,0.0,0,-1,1,0.85
-0.00038320245,0.0,0,-1,0,0.783333333
0.044875897,0.0,1,-1,0,0.45
0.023681022,0.0,1,-1,0,0.85
0.03128174,0.0,0,-1,0,0.65
0.12441816,0.0,1,-1,0,0.85
0.023681022,0.0,1,0,0,0.85
0.02583443,0.0,0,-1,0,0.75
0.17091393,0.0,0,-1,0,0.76
-0.03478033,0.0,1,0,0,0.516666667
0.1457019,0.0,1,-1,0,0.816666667
0.2633318,0.0,0,-1,0,0.85
0.02105873,0.0,0,0,0,0.583333333
0.2480275,0.0,0,-1,-1,0.65
0.12162417,0.0,0,-1,0,0.683333333
0.12899658,0.0,1,0,0,0.65
0.019399567,0.0,0,-1,-1,0.45
0.16679561,0.0,0,-1,0,0.383333333
0.026869461,0.0,1,-1,-1,0.65
0.019399567,0.0,1,0,0,0.65
0.08322382,0.0,0,-1,0,0.483333333
0.055153593,0.0,1,-1,0,0.6
0.25331652,0.0,0,-1,0,0.77
0.019399567,0.0,1,-1,0,0.3499999999999999
0.3305564,0.0,0,-1,0,0.62
0.19358632,0.0,0,0,0,0.716666667
0.3856076,0.0,0,-1,0,0.8166666666666668
-0.01772029,0.0,-1,-1,0,0.5166666666666667
0.0850343,0.0,0,-1,0,0.666666667
0.045349445,0.0,-1,-1,-1,0.65
-0.01772029,0.0,-1,0,0,0.3166666666666666
0.062068526,0.0,0,-1,0,0.65
0.059839968,0.0,0,-1,-1,0.716666667
0.045349445,0.0,-1,-1,-1,0.6
0.2722041,0.0,1,-1,0,0.85
-0.01772029,0.0,-1,0,0,0.5
0.14231811,0.0,1,-1,0,0.65
0.16597022,0.0,0,0,0,0.6
0.02583443,0.0,1,-1,0,0.716666667
0.022896847,0.0,-1,-1,-1,0.75
0.24625793,0.0,1,-1,0,0.85
0.09361456,0.0,0,-1,0,0.65
0.056396388,0.0,0,-1,-1,0.783333333
0.041736126,0.0,0,0,0,0.583333
0.2237454,0.0,0,0,0,0.803333333
-0.01772029,0.0,-1,-1,1,0.6
0.43211895,0.0,-1,-1,-1,0.85
0.044875897,0.0,1,0,0,0.24
0.020289632,0.0,0,0,1,0.65
0.008800279,0.0,-1,-1,-1,0.693333333
0.02583443,0.0,0,-1,0,0.85
0.044875897,0.0,1,0,0,0.283333333
0.08322382,0.0,0,-1,0,0.75
0.15926296,0.0,0,-1,0,0.35
0.23444822,0.0,0,-1,0,0.333333333
-0.010831006,0.0,0,-1,0,0.643333333
0.16804117,0.0,0,-1,0,0.85
0.16110663,0.0,-1,-1,0,0.65
0.24015746,0.0,0,0,0,0.55
0.20221134,0.0,0,-1,0,0.76
0.044875897,0.0,0,-1,1,0.54
0.059839968,0.0,1,-1,-1,0.65
0.2313098,0.0,0,-1,0,0.826666667
0.07619622,0.0,1,-1,0,0.333333333
0.016188812,0.0,0,0,0,0.35
0.117834635,0.0,0,-1,0,0.816666667
0.13417242,0.0,0,-1,0,0.626666667
0.008800279,0.0,-1,-1,-1,0.85
0.19885147,0.0,0,-1,0,0.783333333
0.044875897,0.0,1,-1,0,0.85
0.15724137,0.0,1,-1,0,0.85
0.020289632,0.0,0,-1,0,0.65
0.41195208,0.0,1,-1,1,0.77
0.1834898,0.0,1,-1,1,0.5499999999999999
0.13536832,0.0,0,0,0,0.2166666666666666
-0.00038320245,0.0,1,-1,0,0.3166666666666666
0.0850343,0.0,0,-1,0,0.716666667
0.062068526,0.0,1,-1,0,0.65
0.2215696,0.0,1,0,0,0.716666667
0.008013582,0.0,0,-1,1,0.65
0.16266152,0.0,1,-1,-1,0.95
0.1734891,0.0,1,-1,0,0.446666667
0.017507132,0.0,1,-1,0,0.463333333
0.059839968,0.0,1,-1,-1,0.85
0.27663305,0.0,0,-1,0,0.783333333
0.0850343,0.0,1,-1,0,0.65
-0.010831006,0.0,1,-1,0,0.816666667
0.24460852,0.0,0,-1,0,0.85
0.05987769,0.0,1,-1,-1,0.683333333
0.038029455,0.0,1,-1,0,0.65
0.023681022,0.0,0,-1,2,0.816666667
0.15968338,0.0,1,-1,0,0.7833333333333333
0.06829089,0.0,1,0,0,0.55
0.19382769,0.0,0,-1,0,0.8166666666666668
0.17694774,0.0,0,-1,0,0.35
0.16500562,0.0,0,-1,0,0.62
0.02583443,0.0,0,-1,0,0.683333333
0.29708195,0.0,0,-1,0,0.716666667
0.17437476,0.0,0,-1,0,0.316666667
0.023681022,0.0,0,-1,1,0.873333333
0.045349445,0.0,-1,-1,-1,0.716666667
0.15878665,0.0,0,-1,0,0.683333333
0.23270182,0.0,0,-1,0,0.816666667
0.017507132,0.0,1,-1,0,0.7366666666666667
0.045349445,0.0,-1,-1,-1,0.65
0.07943018,0.0,0,-1,0,0.45
0.023681022,0.0,1,-1,0,0.7833333333333333
0.044875897,0.0,1,0,0,0.65
0.08322382,0.0,0,-1,0,0.576666667
0.16165182,0.0,0,-1,-1,0.75
0.021317014,0.0,1,0,0,0.34
0.021317014,0.0,1,-1,0,0.3066666666666666
-0.010831006,0.0,1,0,1,0.7166666666666667
0.05987769,0.0,0,-1,-1,0.85
0.024835313,0.0,0,-1,0,0.716666667
0.12909865,0.0,0,-1,0,0.35
0.044875897,0.0,1,0,0,0.19
-0.100579485,0.0,1,-1,0,0.5
0.021317014,0.0,0,-1,1,0.85
0.20619765,0.0,-1,-1,-1,0.65
0.12904277,0.0,0,-1,0,0.593333333
0.044875897,0.0,1,0,0,0.45
0.25823495,0.0,1,0,0,0.9266666666666667
-0.100579485,0.0,1,-1,0,0.5333333333333333
0.023681022,0.0,0,-1,0,0.85
0.16727577,0.0,0,0,0,0.85
0.21245182,0.0,0,-1,0,0.546666667
0.017507132,0.0,1,-1,0,0.7833333333333333
0.055153593,0.0,0,-1,0,0.5833333333333334
0.27944452,0.0,1,-1,0,0.95
0.02583443,0.0,0,-1,0,0.716666667
0.28305662,0.0,0,-1,1,0.783333333
0.4143198,0.0,0,1,3,0.85
0.20729083,0.0,1,-1,2,0.85
0.3495211,0.0,0,-1,0,0.8166666666666668
0.10915053,0.0,1,0,0,0.65
0.23113722,0.0,-1,-1,0,0.516666667
0.24090531,0.0,0,-1,0,0.65
0.008800279,0.0,-1,-1,-1,0.7266666666666666
0.020289632,0.0,1,-1,1,0.85
0.16262755,0.0,0,-1,-1,0.85
-0.03478033,0.0,0,-1,-1,0.55
0.020289632,0.0,1,-1,0,0.7166666666666667
0.008800279,0.0,-1,-1,-1,0.816666667
0.22169095,0.0,-1,-1,-1,0.75
0.1893524,0.0,-1,-1,0,0.083333333
-0.100579485,0.0,1,-1,0,0.783333333
0.23717664,0.0,1,0,0,0.7833333333333333
0.25591177,0.0,0,-1,0,0.65
0.008013582,0.0,0,-1,0,0.65
0.017507132,0.0,1,-1,0,0.2833333333333333
0.021317014,0.0,1,-1,0,0.5499999999999999
0.044875897,0.0,1,-1,0,0.0999999999999999
0.09048155,0.0,0,-1,0,0.45
0.08322382,0.0,0,-1,0,0.716666667
0.062068526,0.0,1,-1,0,0.55
0.09966342,0.0,1,-1,-1,0.803333333
0.019399567,0.0,0,-1,0,0.333333333
0.3612594,0.0,0,-1,1,0.85
0.02583443,0.0,0,-1,0,0.85
0.17716968,0.0,1,-1,0,0.416666667
0.10923885,0.0,0,-1,0,0.626666667
0.083647616,0.0,1,-1,0,0.826666667
-0.03478033,0.0,0,-1,0,0.683333333
0.07868972,0.0,0,0,0,0.65
-0.01662821,0.0,0,-1,0,0.75
0.12993592,0.0,-1,-1,-1,0.85
0.25849456,0.0,1,-1,0,0.8266666666666667
0.14580558,0.0,0,-1,-1,0.7933333333333333
0.05987769,0.0,0,-1,-1,0.683333333
0.008013582,0.0,0,-1,0,0.85
0.062068526,0.0,1,-1,0,0.643333333
0.21978511,0.0,0,-1,0,0.65
-0.01662821,0.0,0,0,0,0.7600000000000001
0.22481045,0.0,1,-1,2,0.816666667
0.19724599,0.0,1,-1,0,0.85
0.020289632,0.0,1,-1,0,0.45
0.008800279,0.0,-1,-1,-1,0.85
0.3535961,0.0,0,-1,-1,0.85
0.23265876,0.0,0,-1,-1,0.65
-0.100579485,0.0,1,-1,0,0.6833333333333332
0.29571962,0.0,0,-1,0,0.0
0.114630856,0.0,1,-1,0,0.693333333
0.044875897,0.0,1,0,0,0.6
0.021317014,0.0,1,0,0,0.45
0.19656901,0.0,-1,-1,1,0.85
0.044875897,0.0,0,-1,0,0.716666667
0.08322382,0.0,1,-1,0,0.75
0.27376807,0.0,1,-1,0,0.783333333
0.13444838,0.0,1,-1,0,0.77
0.16394937,0.0,0,-1,0,0.55
0.044875897,0.0,1,0,0,0.34
0.4572133,0.0,1,0,0,0.85
0.3163644,0.0,1,-1,-1,0.85
0.020289632,0.0,0,-1,0,0.546666667
0.2667104,0.0,1,0,0,0.476666667
-0.03478033,0.0,1,0,0,0.85
0.038029455,0.0,0,-1,0,0.65
-0.100579485,0.0,0,-1,1,0.65
0.055153593,0.0,0,-1,1,0.65
0.07102518,0.0,1,-1,0,0.5499999999999999
0.25563374,0.0,1,-1,-1,0.85
0.08322382,0.0,-1,0,0,0.75
0.026869461,0.0,0,-1,-1,0.816666667
0.20526746,0.0,0,-1,0,0.316666667
0.22250822,0.0,1,0,0,0.683333333
0.15696675,0.0,0,-1,0,0.716666667
0.11291717,0.0,0,-1,-1,0.65
0.11115986,0.0,0,-1,-1,0.3166666666666666
0.23277763,0.0,-1,-1,-1,0.716666667
0.09102139,0.0,0,-1,0,0.35
0.024835313,0.0,1,-1,0,0.7833333333333333
-0.100579485,0.0,0,1,1,0.75
0.02583443,0.0,0,-1,0,0.85
-0.00038320245,0.0,1,-1,0,0.85
0.008013582,0.0,0,0,0,0.7166666666666667
0.18601704,0.0,1,-1,-1,0.5499999999999999
0.24962576,0.0,0,-1,0,0.783333333
0.29206157,0.0,0,-1,1,0.616666667
0.023681022,0.0,1,-1,0,0.85
0.14417782,0.0,1,-1,0,0.85
0.038029455,0.0,0,0,0,0.75
0.038029455,0.0,0,-1,0,0.61
0.026869461,0.0,0,-1,-1,0.683333333
0.10385334,0.0,0,-1,0,0.35
0.1043964,0.0,0,-1,0,0.65
0.024835313,0.0,0,-1,0,0.65
-0.02847659,0.0,0,-1,0,0.6
0.24815078,0.0,0,-1,0,0.35
0.020289632,0.0,1,-1,0,0.366666667
0.021317014,0.0,0,-1,0,0.35
0.23655367,0.0,0,-1,-1,0.826666667
-0.02847659,0.0,0,-1,0,0.65
0.23060203,0.0,0,-1,-1,0.8166666666666668
0.16597313,0.0,1,-1,0,0.346666667
0.20102033,0.0,1,-1,0,0.716666667
-0.01662821,0.0,0,0,0,0.716666667
-0.03478033,0.0,1,-1,0,0.85
0.05987769,0.0,1,-1,-1,0.6433333333333334
0.13358921,0.0,0,-1,0,0.55
0.010257306,0.0,0,-1,0,0.683333333
0.12588589,0.0,0,0,0,0.75
0.044875897,0.0,0,-1,0,0.683333333
0.21028262,0.0,0,-1,0,0.35
0.023681022,0.0,1,0,0,0.85
0.05987769,0.0,0,-1,-1,0.683333333
0.08322382,0.0,1,-1,0,0.6933333333333334
0.08534156,0.0,0,-1,1,0.716666667
0.29577085,0.0,1,0,0,0.816666667
-0.02847659,0.0,0,-1,0,0.7166666666666667
-0.03478033,0.0,0,0,0,0.783333
0.008800279,0.0,-1,-1,-1,0.8166666666666668
0.051705383,0.0,1,-1,0,0.4766666666666667
0.3452038,0.0,1,-1,1,0.826666667
0.27230126,0.0,0,-1,0,0.416666667
-0.01772029,0.0,-1,-1,0,0.383333333
-0.00038320245,0.0,1,-1,0,0.75
0.021317014,0.0,1,-1,0,0.85
-0.00038320245,0.0,0,-1,1,0.75
0.0323593,0.0,1,-1,0,0.416666667
0.3179636,0.0,1,-1,0,0.85
0.24867985,0.0,0,0,0,0.85
0.062068526,0.0,0,-1,0,0.65
-0.03478033,0.0,1,0,0,0.5766666666666667
0.37516844,0.0,-1,-1,-1,0.85
0.17693892,0.0,1,-1,2,0.843333333
0.26121628,0.0,1,-1,0,0.75
0.02010096,0.0,0,-1,0,0.65
0.14141954,0.0,-1,-1,0,0.35
0.14913622,0.0,0,-1,0,0.35
0.026869461,0.0,0,-1,-1,0.3833333333333333
0.27508888,0.0,1,-1,0,0.85
0.21521696,0.0,0,-1,0,0.683333333
0.02583443,0.0,0,-1,0,0.783333333
0.026869461,0.0,1,-1,-1,0.5
0.023681022,0.0,1,-1,0,0.783333333
0.021317014,0.0,0,0,0,0.333333333
0.15879363,0.0,0,-1,0,0.4166666666666667
0.3733694,0.0,0,-1,1,0.65
0.044875897,0.0,0,-1,0,0.583333333
0.08322382,0.0,0,-1,0,0.35
0.041736126,0.0,0,-1,0,0.45
0.045349445,0.0,-1,-1,-1,0.65
0.005488163,0.0,1,-1,0,0.75
0.23182036,0.0,0,-1,0,0.816666667
0.008013582,0.0,1,1,0,0.75
0.024835313,0.0,0,0,0,0.783333333
-0.02847659,0.0,0,-1,0,0.85
0.1468203,0.0,1,-1,0,0.6
-0.02847659,0.0,0,-1,0,0.62
0.05987769,0.0,1,-1,-1,0.75
0.026967544,0.0,0,-1,0,0.65
0.03128174,0.0,1,-1,1,0.85
0.08483627,0.0,1,-1,0,0.7166666666666667
0.09852404,0.0,0,0,0,0.85
0.059839968,0.0,1,-1,-1,0.316666667
-0.010831006,0.0,1,-1,0,0.76
0.062068526,0.0,1,0,0,0.75
0.019399567,0.0,-1,0,1,0.45
-0.03478033,0.0,1,-1,0,0.7599999999999999
0.02583443,0.0,1,-1,0,0.793333333
0.055153593,0.0,1,-1,1,0.57
0.47752634,0.0,-1,-1,-1,0.683333333
0.059839968,0.0,0,-1,-1,0.65
0.008013582,0.0,0,-1,0,0.7166666666666667
0.04761557,0.0,0,-1,0,0.55
-0.100579485,0.0,1,0,0,0.6166666666666667
0.27026626,0.0,0,-1,0,0.85
0.05987769,0.0,1,-1,-1,0.7833333333333333
-0.01772029,0.0,-1,-1,0,0.65
0.026869461,0.0,0,-1,-1,0.45
0.13989477,0.0,0,-1,0,0.65
0.045349445,0.0,-1,-1,-1,0.85
0.1858106,0.0,-1,-1,-1,0.7266666666666666
0.23826632,0.0,1,0,0,0.683333333
0.055153593,0.0,0,-1,1,0.65
0.16805272,0.0,0,-1,0,0.583333333
0.09503968,0.0,1,-1,0,0.65
0.050546687,0.0,0,-1,0,0.623333333
0.10366413,0.0,1,-1,0,0.316666667
0.021317014,0.0,0,-1,0,0.35
0.22262076,0.0,0,-1,-1,0.85
0.098444626,0.0,0,-1,0,0.65
0.008013582,0.0,0,-1,0,0.6833333333333332
0.27244073,0.0,1,-1,0,0.826666667
0.10083048,0.0,1,-1,-1,0.65
0.26739883,0.0,0,-1,0,0.613333333
0.31865203,0.0,0,-1,0,0.76
0.017507132,0.0,1,-1,0,0.283333333
0.10341282,0.0,1,-1,0,0.85
0.26983166,0.0,1,-1,0,0.85
0.16765863,0.0,1,-1,0,0.45
0.22761415,0.0,0,-1,0,0.716666667
0.038029455,0.0,0,-1,0,0.716666667
0.4129898,0.0,1,-1,1,0.683333333
0.24768332,0.0,0,-1,0,0.58
-0.02847659,0.0,0,-1,0,0.75
0.19667642,0.0,0,-1,0,0.896666667
0.15903294,0.0,1,-1,-1,0.85
0.26639196,0.0,1,-1,0,0.65
0.03128174,0.0,1,0,0,0.85
-0.100579485,0.0,1,-1,0,0.76
-0.01662821,0.0,1,-1,0,0.683333
0.021317014,0.0,1,-1,0,0.65
0.096308164,0.0,0,-1,1,0.4733333333333333
0.021317014,0.0,0,-1,0,0.35
0.339778,0.0,1,-1,0,0.85
0.036489964,0.0,1,0,0,0.543333333
0.026869461,0.0,0,-1,-1,0.683333333
0.33460236,0.0,1,-1,3,0.816666667
0.008800279,0.0,-1,-1,-1,0.3499999999999999
0.02583443,0.0,0,-1,0,0.65
0.029894777,0.0,0,-1,0,0.416666667
0.18385923,0.0,-1,-1,-1,0.826666667
0.28269315,0.0,1,-1,-1,0.65
0.14247668,0.0,0,-1,0,0.35
0.23781312,0.0,0,-1,0,0.683333333
0.062068526,0.0,1,-1,0,0.583333333
0.0850343,0.0,0,-1,0,0.716666667
0.08322382,0.0,0,0,0,0.65
0.11067344,0.0,1,-1,0,0.85
0.26248574,0.0,1,-1,-1,0.716666667
0.25164062,0.0,0,-1,0,0.543333333
0.23544113,0.0,-1,-1,-1,0.35
0.15340129,0.0,-1,-1,0,0.75
0.20892774,0.0,1,0,0,0.3366666666666666
0.020289632,0.0,0,-1,0,0.45
0.17261182,0.0,0,-1,0,0.85
0.2600404,0.0,0,-1,0,0.85
0.23789942,0.0,0,-1,0,0.35
0.08322382,0.0,1,-1,0,0.7833333333333333
0.038029455,0.0,0,-1,0,0.65
0.23066728,0.0,0,-1,0,0.85
0.041736126,0.0,1,-1,0,0.643333333
0.020289632,0.0,0,-1,0,0.716666667
0.008013582,0.0,0,-1,0,0.683333333
0.02583443,0.0,0,-1,0,0.793333333
0.08322382,0.0,0,-1,0,0.583333333
0.021317014,0.0,1,-1,0,0.34
0.10959423,0.0,0,-1,0,0.783333333
0.03128174,0.0,1,0,0,0.76
0.24301186,0.0,-1,-1,0,0.783333333
-0.010831006,0.0,1,0,0,0.8266666666666667
0.26835763,0.0,0,-1,0,0.693333333
-0.01772029,0.0,-1,-1,1,0.6833333333333332
0.2103916,0.0,0,-1,0,0.683333333
-0.010831006,0.0,1,-1,0,0.7600000000000001
0.19361049,0.0,0,-1,0,0.716666667
0.26017153,0.0,0,-1,-1,0.65
0.14807497,0.0,0,-1,0,0.716666667
0.0844831,0.0,1,-1,0,0.6833333333333332
-0.010831006,0.0,0,-1,0,0.65
0.13090056,0.0,1,0,0,0.443333333
0.020289632,0.0,0,-1,1,0.683333333
-0.00038320245,0.0,1,-1,0,0.8166666666666668
0.15563314,0.0,0,-1,0,0.35
0.2400324,0.0,0,-1,-1,0.65
0.0850343,0.0,0,-1,0,0.683333
0.059839968,0.0,1,-1,-1,0.5833333333333334
0.03128174,0.0,0,-1,0,0.65
0.27275056,0.0,0,0,0,0.816666667
-0.00038320245,0.0,0,-1,0,0.85
0.062068526,0.0,0,-1,0,0.65
0.020289632,0.0,1,-1,0,0.85
